Content,Level,datetime,content_length,source,Clean_Content
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:02.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:28.049,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:46.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:34:22.089,5,Zookeeper,connection broken id id error
getTasks: caller 10020 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:48.432,6,Android,gettasks caller does hold limiting output
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:25:43.751,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:29:44.109,5,Zookeeper,connection broken id id error
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-24 23:38:14.850,4,Zookeeper,open channel election address
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:28:51.189,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:22:15.277,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:22:25.295,2,Zookeeper,interrupting sendworker
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:14:39.811,6,Android,getrunningappprocesses caller does hold limiting output
Send worker leaving thread,Advertencia,2015-07-29 19:29:48.077,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 161 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:39.000,6,Hadoop,failed renew lease seconds retry shortly
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:09.326,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:31:15.039,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:21:35.292,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:29:28.612,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:29.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:30:20.748,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:09:01.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:25:40.600,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:26:38.572,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 193 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:10.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:29:04.958,4,Zookeeper,send worker leaving thread
Connection request from old client /10.10.34.13:37229; will be dropped if server is in r-o mode,Advertencia,2015-07-29 19:54:05.544,9,Zookeeper,connection request old client dropped server r o mode
caught end of stream exception,Advertencia,2015-08-10 18:12:24.076,4,Zookeeper,caught end stream exception
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:09:37.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:31:52.456,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 108 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:46.000,6,Hadoop,failed renew lease seconds retry shortly
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:35:34.731,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:31:51.046,2,Zookeeper,interrupting sendworker
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:23:56.349,4,Zookeeper,interrupted waiting message queue
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:01.939,2,Android,shouldblocklocation running
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 302 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:09:59.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:30:10.729,4,Zookeeper,send worker leaving thread
Interrupting SendWorker,Advertencia,2015-07-29 19:22:26.829,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:22:33.313,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:31.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:25:49.016,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 151 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:29.000,6,Hadoop,failed renew lease seconds retry shortly
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:35:31.389,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:31:02.142,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:32:05.145,2,Zookeeper,interrupting sendworker
caught end of stream exception,Advertencia,2015-07-30 20:17:12.294,4,Zookeeper,caught end stream exception
Cannot open channel to 3 at election address /10.10.34.13:3888,Advertencia,2015-08-25 09:09:16.008,4,Zookeeper,open channel election address
getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:50.038,6,Android,gettasks caller does hold limiting output
Cannot open channel to 3 at election address /10.10.34.13:3888,Advertencia,2015-08-25 00:00:14.897,4,Zookeeper,open channel election address
******* GOODBYE /10.10.34.12:59203 ********,Advertencia,2015-07-29 19:16:06.336,1,Zookeeper,goodbye
Interrupting SendWorker,Advertencia,2015-07-29 19:21:53.414,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:34:51.949,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:35:11.348,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:43.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:22:52.691,4,Zookeeper,send worker leaving thread
Send worker leaving thread,Advertencia,2015-07-29 19:27:21.894,4,Zookeeper,send worker leaving thread
Interrupting SendWorker,Advertencia,2015-07-29 19:33:12.627,2,Zookeeper,interrupting sendworker
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 225 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:42.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:26:51.831,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:30:21.483,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:33:05.059,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:22:42.000,2,Zookeeper,interrupting sendworker
Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,Advertencia,2024-03-17 16:13:46.654,17,Android,sending non protected broadcast com android systemui statusbar visible change com android systemui pkg com android systemui
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 68 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:05.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:35:38.717,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:09:17.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:49.000,9,Hadoop,address change detected old msra sa new msra sa
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-24 20:01:14.364,4,Zookeeper,open channel election address
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:47.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:37:02.901,4,Zookeeper,interrupted waiting message queue
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:31:05.583,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:25:39.188,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:21:46.525,5,Zookeeper,connection broken id id error
registerCallback not in UI.,Advertencia,2024-03-17 16:13:47.743,2,Android,registercallback ui
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-25 07:04:15.757,4,Zookeeper,open channel election address
Interrupting SendWorker,Advertencia,2015-07-29 19:25:19.035,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:30:01.437,5,Zookeeper,connection broken id id error
Node card is not fully functional,Advertencia,2005-12-06 18:05:04,4,BGL,node card fully functional
Send worker leaving thread,Advertencia,2015-07-29 19:25:50.537,4,Zookeeper,send worker leaving thread
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:01.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:35:24.822,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:36:16.136,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:31:58.932,5,Zookeeper,connection broken id id error
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:52.842,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:51.000,9,Hadoop,address change detected old msra sa new msra sa
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-07-29 17:42:53.528,4,Zookeeper,open channel election address
Interrupting SendWorker,Advertencia,2015-07-29 19:24:26.239,2,Zookeeper,interrupting sendworker
getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:14:25.046,6,Android,getrunningappprocesses caller does hold limiting output
Interrupting SendWorker,Advertencia,2015-07-29 19:29:30.639,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:34:17.908,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 332 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:10:30.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:35:49.417,4,Zookeeper,send worker leaving thread
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:09:03.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:17:57.741,4,Zookeeper,interrupted waiting message queue
Connection request from old client /10.10.34.33:39730; will be dropped if server is in r-o mode,Advertencia,2015-07-31 11:09:01.762,9,Zookeeper,connection request old client dropped server r o mode
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:45.916,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:05.958,5,Zookeeper,connection broken id id error
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:23:48.744,4,Zookeeper,interrupted waiting message queue
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 106 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:44.000,6,Hadoop,failed renew lease seconds retry shortly
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:33:01.917,5,Zookeeper,connection broken id id error
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:27:08.001,4,Zookeeper,interrupted waiting message queue
******* GOODBYE /10.10.34.12:59060 ********,Advertencia,2015-07-29 19:14:06.236,1,Zookeeper,goodbye
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:05.510,4,Zookeeper,interrupted waiting message queue
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:54.045,6,Android,getrunningappprocesses caller does hold limiting output
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 316 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:10:14.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:35.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:33:44.413,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:30:00.813,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:02.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:35:18.863,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 238 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:55.000,6,Hadoop,failed renew lease seconds retry shortly
******* GOODBYE /10.10.34.11:52502 ********,Advertencia,2015-07-29 19:16:26.268,1,Zookeeper,goodbye
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:01.804,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:34:47.879,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:08:55.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:22:08.701,5,Zookeeper,connection broken id id error
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-24 15:37:13.664,4,Zookeeper,open channel election address
Interrupting SendWorker,Advertencia,2015-07-29 19:33:55.162,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:21:52.000,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:53.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:24:19.011,4,Zookeeper,send worker leaving thread
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:52.000,9,Hadoop,address change detected old msra sa new msra sa
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:08.089,2,Android,shouldblocklocation running
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 148 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:26.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:29:58.779,4,Zookeeper,send worker leaving thread
Send worker leaving thread,Advertencia,2015-07-29 19:26:57.875,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:26:32.001,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:06:31.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:55.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:03.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:17.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:37.000,9,Hadoop,address change detected old msra sa new msra sa
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-25 04:21:15.429,4,Zookeeper,open channel election address
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 113 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:51.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:17.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 103 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:41.000,6,Hadoop,failed renew lease seconds retry shortly
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:35:24.626,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:54.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:31:34.233,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:52.879,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 344 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:10:42.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:25:15.711,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:03.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:27:51.154,5,Zookeeper,connection broken id id error
Send worker leaving thread,Advertencia,2015-07-29 19:23:42.884,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:24:46.274,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:34:41.927,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:33:44.508,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:23.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:34.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:30:57.394,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:13:54.399,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:25.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:26:48.591,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:34:15.295,5,Zookeeper,connection broken id id error
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:43.641,6,Android,getrunningappprocesses caller does hold limiting output
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 254 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:09:11.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:56.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:33:39.140,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:31:05.483,5,Zookeeper,connection broken id id error
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:24:40.383,5,Zookeeper,connection broken id id error
Interrupting SendWorker,Advertencia,2015-07-29 19:24:39.704,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:29:40.566,5,Zookeeper,connection broken id id error
Send worker leaving thread,Advertencia,2015-07-29 19:35:14.798,4,Zookeeper,send worker leaving thread
Connection request from old client /10.10.34.12:56424; will be dropped if server is in r-o mode,Advertencia,2015-07-30 20:36:32.026,9,Zookeeper,connection request old client dropped server r o mode
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:28:57.235,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:31:18.265,2,Zookeeper,interrupting sendworker
Send worker leaving thread,Advertencia,2015-07-29 19:26:01.947,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:29:44.110,4,Zookeeper,interrupted waiting message queue
Send worker leaving thread,Advertencia,2015-07-29 19:24:50.374,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:23:33.457,5,Zookeeper,connection broken id id error
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:52.561,2,Android,shouldblocklocation running
Send worker leaving thread,Advertencia,2015-07-29 19:36:39.597,4,Zookeeper,send worker leaving thread
Interrupting SendWorker,Advertencia,2015-07-29 19:34:41.936,2,Zookeeper,interrupting sendworker
Send worker leaving thread,Advertencia,2015-07-29 19:33:58.503,4,Zookeeper,send worker leaving thread
Send worker leaving thread,Advertencia,2015-07-29 19:24:20.413,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:49.237,5,Zookeeper,connection broken id id error
android.util.AndroidRuntimeException: Must execute in UI,Advertencia,2024-03-17 16:13:46.765,5,Android,android util androidruntimeexception execute ui
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 164 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:42.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:23.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 64 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:01.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:29.000,9,Hadoop,address change detected old msra sa new msra sa
getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:33.691,6,Android,getrunningappprocesses caller does hold limiting output
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 186 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:03.000,6,Hadoop,failed renew lease seconds retry shortly
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-24 20:16:14.399,4,Zookeeper,open channel election address
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:00.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:08:15.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:08:47.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:30:00.814,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:29:21.660,5,Zookeeper,connection broken id id error
