Content,Level,datetime,content_length,source,Clean_Content
Interrupting SendWorker,Advertencia,2015-07-29 19:24:49.624,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:28:27.167,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:29:27.931,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:28:04.413,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:29.000,9,Hadoop,address change detected old msra sa new msra sa
Cannot open channel to 3 at election address /10.10.34.13:3888,Advertencia,2015-08-25 08:49:15.968,4,Zookeeper,open channel election address
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 247 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:09:04.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:42.688,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:05.000,9,Hadoop,address change detected old msra sa new msra sa
Connection request from old client /10.10.34.11:50716; will be dropped if server is in r-o mode,Advertencia,2015-07-30 19:19:12.507,9,Zookeeper,connection request old client dropped server r o mode
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:41.198,4,Zookeeper,interrupted waiting message queue
getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:18.834,6,Android,getrunningappprocesses caller does hold limiting output
Interrupting SendWorker,Advertencia,2015-07-29 19:24:42.397,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:36:26.156,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:18.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:34:06.067,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:30:40.692,5,Zookeeper,connection broken id id error
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:24:09.631,4,Zookeeper,interrupted waiting message queue
getTasks: caller 10020 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:48.432,6,Android,gettasks caller does hold limiting output
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:39.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:23:42.806,4,Zookeeper,send worker leaving thread
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:14.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:25:43.145,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:05:50.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:05:59.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 143 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:21.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:22:56.689,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:30:13.966,2,Zookeeper,interrupting sendworker
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:25:33.154,4,Zookeeper,interrupted waiting message queue
Send worker leaving thread,Advertencia,2015-07-29 19:36:48.859,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:24:12.123,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:48.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:41.000,9,Hadoop,address change detected old msra sa new msra sa
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:28.099,2,Android,shouldblocklocation running
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:05:32.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:26.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:34:07.797,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:41.000,9,Hadoop,address change detected old msra sa new msra sa
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:34:24.698,5,Zookeeper,connection broken id id error
Send worker leaving thread,Advertencia,2015-07-29 19:33:21.122,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 130 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:08.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:09:40.000,9,Hadoop,address change detected old msra sa new msra sa
Cannot open channel to 3 at election address /10.10.34.13:3888,Advertencia,2015-08-25 03:28:15.323,4,Zookeeper,open channel election address
getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:14:55.046,6,Android,getrunningappprocesses caller does hold limiting output
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:42.141,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:30:11.459,2,Zookeeper,interrupting sendworker
Send worker leaving thread,Advertencia,2015-07-29 19:28:30.509,4,Zookeeper,send worker leaving thread
caught end of stream exception,Advertencia,2015-07-31 00:19:18.655,4,Zookeeper,caught end stream exception
Send worker leaving thread,Advertencia,2015-07-29 19:32:41.038,4,Zookeeper,send worker leaving thread
Interrupting SendWorker,Advertencia,2015-07-29 19:23:48.945,2,Zookeeper,interrupting sendworker
caught end of stream exception,Advertencia,2015-07-31 00:19:19.582,4,Zookeeper,caught end stream exception
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:25:06.519,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:08:49.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:25:26.557,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:54.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 339 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:10:37.000,6,Hadoop,failed renew lease seconds retry shortly
caught end of stream exception,Advertencia,2015-07-29 19:39:01.170,4,Zookeeper,caught end stream exception
getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:14:05.038,6,Android,getrunningappprocesses caller does hold limiting output
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:26:57.772,5,Zookeeper,connection broken id id error
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:24.642,6,Android,getrunningappprocesses caller does hold limiting output
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:26:11.758,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:08:45.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:11.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 195 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:12.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:23:46.917,4,Zookeeper,send worker leaving thread
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:30:54.151,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 112 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:50.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:40.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:21.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:12.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:32:37.607,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 216 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:08:33.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:32.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:35:34.735,4,Zookeeper,send worker leaving thread
Send worker leaving thread,Advertencia,2015-07-29 19:22:03.439,4,Zookeeper,send worker leaving thread
Connection request from old client /10.10.34.42:34164; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:18:38.680,9,Zookeeper,connection request old client dropped server r o mode
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:37:15.046,4,Zookeeper,interrupted waiting message queue
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 109 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:47.000,6,Hadoop,failed renew lease seconds retry shortly
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:35.000,9,Hadoop,address change detected old msra sa new msra sa
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:15:54.640,6,Android,getrunningappprocesses caller does hold limiting output
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:17.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:33:55.162,2,Zookeeper,interrupting sendworker
Send worker leaving thread,Advertencia,2015-07-29 19:37:08.902,4,Zookeeper,send worker leaving thread
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:08:56.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:04.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:25:27.242,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:07:23.000,9,Hadoop,address change detected old msra sa new msra sa
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 63 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:00.000,6,Hadoop,failed renew lease seconds retry shortly
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 74 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:11.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:33:09.170,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 138 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:16.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:34:45.265,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:32:11.091,5,Zookeeper,connection broken id id error
Send worker leaving thread,Advertencia,2015-07-29 19:21:45.107,4,Zookeeper,send worker leaving thread
Connection request from old client /10.10.34.12:54126; will be dropped if server is in r-o mode,Advertencia,2015-07-31 00:17:49.993,9,Zookeeper,connection request old client dropped server r o mode
Interrupting SendWorker,Advertencia,2015-07-29 19:28:31.140,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:09.163,5,Zookeeper,connection broken id id error
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:52.160,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:36:15.454,2,Zookeeper,interrupting sendworker
Interrupting SendWorker,Advertencia,2015-07-29 19:32:17.565,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:05:39.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupting SendWorker,Advertencia,2015-07-29 19:36:58.153,2,Zookeeper,interrupting sendworker
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:09:43.000,9,Hadoop,address change detected old msra sa new msra sa
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:10:10.000,9,Hadoop,address change detected old msra sa new msra sa
android.util.AndroidRuntimeException: Must execute in UI,Advertencia,2024-03-17 16:13:47.743,5,Android,android util androidruntimeexception execute ui
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:22:28.748,5,Zookeeper,connection broken id id error
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:06:47.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:35:41.523,4,Zookeeper,send worker leaving thread
getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:13:55.838,6,Android,getrunningappprocesses caller does hold limiting output
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:02.000,9,Hadoop,address change detected old msra sa new msra sa
Node card is not fully functional,Advertencia,2005-08-09 17:40:46,4,BGL,node card fully functional
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-24 20:56:14.493,4,Zookeeper,open channel election address
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:25:36.494,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 141 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:19.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:21:56.074,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 320 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:10:18.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:30:20.650,4,Zookeeper,interrupted waiting message queue
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:25:12.262,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:25:07.102,2,Zookeeper,interrupting sendworker
caught end of stream exception,Advertencia,2015-08-10 18:25:52.337,4,Zookeeper,caught end stream exception
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:28:41.162,4,Zookeeper,interrupted waiting message queue
First is 0x0,Advertencia,2015-08-20 17:14:13.880,0,Zookeeper,
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:22:36.659,4,Zookeeper,interrupted waiting message queue
"Connection broken for id 188978561024, my id = 3, error =",Advertencia,2015-07-29 19:33:01.917,5,Zookeeper,connection broken id id error
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 113 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:06:51.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupting SendWorker,Advertencia,2015-07-29 19:30:25.609,2,Zookeeper,interrupting sendworker
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-25 08:28:15.925,4,Zookeeper,open channel election address
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 48 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:05:45.000,6,Hadoop,failed renew lease seconds retry shortly
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:21:53.412,4,Zookeeper,interrupted waiting message queue
Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Advertencia,2015-10-18 18:07:43.000,9,Hadoop,address change detected old msra sa new msra sa
Send worker leaving thread,Advertencia,2015-07-29 19:27:21.894,4,Zookeeper,send worker leaving thread
Send worker leaving thread,Advertencia,2015-07-29 19:26:31.792,4,Zookeeper,send worker leaving thread
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 149 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:27.000,6,Hadoop,failed renew lease seconds retry shortly
Send worker leaving thread,Advertencia,2015-07-29 19:30:48.997,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:29.372,4,Zookeeper,interrupted waiting message queue
Connection request from old client /10.10.34.16:39498; will be dropped if server is in r-o mode,Advertencia,2015-07-31 00:19:37.018,9,Zookeeper,connection request old client dropped server r o mode
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:28:21.796,4,Zookeeper,interrupted waiting message queue
Send worker leaving thread,Advertencia,2015-07-29 19:28:20.797,4,Zookeeper,send worker leaving thread
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:25:29.074,4,Zookeeper,interrupted waiting message queue
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:07.969,2,Android,shouldblocklocation running
Interrupting SendWorker,Advertencia,2015-07-29 19:31:02.353,2,Zookeeper,interrupting sendworker
"Connection broken for id 188978561024, my id = 2, error =",Advertencia,2015-07-29 19:36:58.342,5,Zookeeper,connection broken id id error
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:14:39.811,6,Android,getrunningappprocesses caller does hold limiting output
shouldBlockLocation running ...,Advertencia,2024-03-17 16:15:27.283,2,Android,shouldblocklocation running
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 292 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:09:49.000,6,Hadoop,failed renew lease seconds retry shortly
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 137 seconds.  Will retry shortly ...,Advertencia,2015-10-18 18:07:15.000,6,Hadoop,failed renew lease seconds retry shortly
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-08-25 09:24:16.037,4,Zookeeper,open channel election address
Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,Advertencia,2015-10-18 18:10:41.000,9,Hadoop,address change detected old msra sa new msra sa
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:29:42.070,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:36:24.834,2,Zookeeper,interrupting sendworker
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:16:14.520,4,Zookeeper,interrupted waiting message queue
Interrupting SendWorker,Advertencia,2015-07-29 19:33:49.162,2,Zookeeper,interrupting sendworker
