Content,Level,datetime,content_length,source,Clean_Content
"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED",Informativo,2024-03-17 16:13:39.207,3,Android,rotationfororientationlw orient user
"Application requested orientation 1, got rotation 0 which has compatible metrics",Informativo,2024-03-17 16:13:39.207,7,Android,application requested orientation got rotation compatible metrics
"acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",Informativo,2024-03-17 16:13:40.142,11,Android,acquire lock flags tag com android phone ws null uid pid
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.143,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.146,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.147,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.148,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.150,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.190,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
shouldBlockLocation running ...,Advertencia,2024-03-17 16:13:40.241,2,Android,shouldblocklocation running
shouldBlockLocation  ret:false,Informativo,2024-03-17 16:13:40.241,3,Android,shouldblocklocation ret false
shouldBlockLocation running ...,Advertencia,2024-03-17 16:13:40.280,2,Android,shouldblocklocation running
shouldBlockLocation  ret:false,Informativo,2024-03-17 16:13:40.280,3,Android,shouldblocklocation ret false
getNeighboringCellInfo calling app is com.amap.android.ams,Informativo,2024-03-17 16:13:40.305,7,Android,getneighboringcellinfo calling app com amap android ams
shouldBlockLocation running ...,Advertencia,2024-03-17 16:13:40.307,2,Android,shouldblocklocation running
shouldBlockLocation  ret:false,Informativo,2024-03-17 16:13:40.308,3,Android,shouldblocklocation ret false
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.309,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.319,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
shouldBlockLocation running ...,Advertencia,2024-03-17 16:13:40.322,2,Android,shouldblocklocation running
shouldBlockLocation  ret:false,Informativo,2024-03-17 16:13:40.322,3,Android,shouldblocklocation ret false
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.324,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.332,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.334,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.343,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",Informativo,2024-03-17 16:13:40.345,11,Android,release lock flg tag com android phone ws null uid pid
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:40.345,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
shouldBlockLocation running ...,Advertencia,2024-03-17 16:13:40.346,2,Android,shouldblocklocation running
shouldBlockLocation  ret:false,Informativo,2024-03-17 16:13:40.346,3,Android,shouldblocklocation ret false
"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",Informativo,2024-03-17 16:13:41.480,10,Android,release lock flg tag audiomix audioserver ws null uid pid
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:41.481,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Informativo,2024-03-17 16:13:41.481,5,Android,releasing suspend blocker powermanagerservice wakelocks
HBM brightnessIn =38,Informativo,2024-03-17 16:13:41.614,2,Android,hbm brightnessin
HBM brightnessOut =38,Informativo,2024-03-17 16:13:41.614,2,Android,hbm brightnessout
"Animating brightness: target=38, rate=200",Informativo,2024-03-17 16:13:41.614,4,Android,animating brightness target rate
"userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000",Informativo,2024-03-17 16:13:45.307,5,Android,useractivitynoupdatelocked eventtime event flags uid
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:45.308,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
suspendAutohide,Informativo,2024-03-17 16:13:45.310,1,Android,suspendautohide
interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,Informativo,2024-03-17 16:13:45.316,10,Android,interceptkeytq keycode interactive true keyguardactive false policyflags true canceled false
"interceptKeyBeforeQueueing: key 4 , result : 1",Informativo,2024-03-17 16:13:45.317,3,Android,interceptkeybeforequeueing key result
"userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000",Informativo,2024-03-17 16:13:45.317,5,Android,useractivitynoupdatelocked eventtime event flags uid
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:45.318,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
resumeSuspendedAutohide,Informativo,2024-03-17 16:13:45.358,1,Android,resumesuspendedautohide
interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,Informativo,2024-03-17 16:13:45.361,10,Android,interceptkeytq keycode interactive true keyguardactive false policyflags false canceled false
"interceptKeyBeforeQueueing: key 4 , result : 1",Informativo,2024-03-17 16:13:45.362,3,Android,interceptkeybeforequeueing key result
querySoundEffectsEnabled...,Informativo,2024-03-17 16:13:45.362,1,Android,querysoundeffectsenabled
"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702",Informativo,2024-03-17 16:13:45.382,10,Android,acquire lock flags tag launch android ws worksource uid pid
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:45.382,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Informativo,2024-03-17 16:13:45.382,5,Android,acquiring suspend blocker powermanagerservice wakelocks
Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,Informativo,2024-03-17 16:13:45.402,14,Android,skipping appwindowtoken token token activityrecord com tencent qt qtl activity info newsdetailxmlactivity going hide
"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:45.405,13,Android,setsystemuivisibility vis mask ffffffff oldval newval diff fullscreenstackvis dockedstackvis fullscreenstackbounds rect dockedstackbounds rect
cancelAutohide,Informativo,2024-03-17 16:13:45.408,1,Android,cancelautohide
"notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508",Informativo,2024-03-17 16:13:45.408,3,Android,notifyuivisibilitychanged vis systemuivisibility
Bad activity token: android.os.BinderProxy@2bd79ce,Advertencia,2024-03-17 16:13:45.466,6,Android,bad activity token android os binderproxy
java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,Advertencia,2024-03-17 16:13:45.466,12,Android,java lang classcastexception android os binderproxy cast com android server activityrecord token
Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,Informativo,2024-03-17 16:13:45.512,14,Android,skipping appwindowtoken token token activityrecord com tencent qt qtl activity info newsdetailxmlactivity going hide
"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702",Informativo,2024-03-17 16:13:45.598,10,Android,release lock flg tag launch android ws worksource uid pid
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:45.599,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Informativo,2024-03-17 16:13:45.599,5,Android,releasing suspend blocker powermanagerservice wakelocks
"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:45.626,13,Android,setsystemuivisibility vis mask ffffffff oldval newval diff fullscreenstackvis dockedstackvis fullscreenstackbounds rect dockedstackbounds rect
cancelAutohide,Informativo,2024-03-17 16:13:45.627,1,Android,cancelautohide
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",Informativo,2024-03-17 16:13:45.627,3,Android,notifyuivisibilitychanged vis systemuivisibility
"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000",Informativo,2024-03-17 16:13:46.143,5,Android,useractivitynoupdatelocked eventtime event flags uid
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",Informativo,2024-03-17 16:13:46.144,17,Android,ready true policy wakefulness wksummary uasummary bootcompleted true boostinprogress false waitmodeenable false mode false manual auto adj
suspendAutohide,Informativo,2024-03-17 16:13:46.145,1,Android,suspendautohide
suspendAutohide,Informativo,2024-03-17 16:13:46.146,1,Android,suspendautohide
"onTouchEvent::0, x=271.0, y=14.0",Informativo,2024-03-17 16:13:46.146,3,Android,ontouchevent x y
schedulePeek,Informativo,2024-03-17 16:13:46.148,1,Android,schedulepeek
getRingtonePlayer...,Informativo,2024-03-17 16:13:46.153,1,Android,getringtoneplayer
disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,Informativo,2024-03-17 16:13:46.155,9,Android,disable expand icons alerts home recent clock navigationbar search
suspendAutohide,Informativo,2024-03-17 16:13:46.155,1,Android,suspendautohide
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",Informativo,2024-03-17 16:13:46.158,8,Android,updatelightslocked mincall false mscreenon true lednotification null true
"updateLightsLocked,turn off notificationLight",Informativo,2024-03-17 16:13:46.158,3,Android,updatelightslocked turn notificationlight
getRingtonePlayer...,Informativo,2024-03-17 16:13:46.159,1,Android,getringtoneplayer
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",Informativo,2024-03-17 16:13:46.161,8,Android,updatelightslocked mincall false mscreenon true lednotification null true
"updateLightsLocked,turn off notificationLight",Informativo,2024-03-17 16:13:46.161,3,Android,updatelightslocked turn notificationlight
"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",Informativo,2024-03-17 16:13:46.187,6,Android,overlapamount previousnotificationend newytranslation location gettoppadding getlocationonscreen
"state.clipTopAmount:180, i:0",Informativo,2024-03-17 16:13:46.187,2,Android,state cliptopamount
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",Informativo,2024-03-17 16:13:46.187,5,Android,updateclipping isoverlap true gettoppadding translation
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:46.187,3,Android,updatedimmedactivatedhidesensitive overlap true
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,Advertencia,2024-03-17 16:13:46.232,6,Android,getrunningappprocesses caller does hold limiting output
"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",Informativo,2024-03-17 16:13:46.240,13,Android,setsystemuivisibility vis mask ffffffff oldval newval diff fullscreenstackvis dockedstackvis fullscreenstackbounds rect dockedstackbounds rect
"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",Informativo,2024-03-17 16:13:46.240,3,Android,notifyuivisibilitychanged vis systemuivisibility
suspendAutohide,Informativo,2024-03-17 16:13:46.241,1,Android,suspendautohide
onExpandingStarted,Informativo,2024-03-17 16:13:46.242,1,Android,onexpandingstarted
suspendAutohide,Informativo,2024-03-17 16:13:46.250,1,Android,suspendautohide
onTrackingStarted,Informativo,2024-03-17 16:13:46.250,1,Android,ontrackingstarted
Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Informativo,2024-03-17 16:13:46.277,63,Android,destroying surface surface com tencent qt qtl com tencent qt qtl activity info newsdetailxmlactivity called com android server wm windowstateanimator destroysurface com android server wm windowstateanimator destroysurfacelocked com android server wm windowstate removelocked com android server wm windowmanagerservice removewindowinnerlocked com android server wm windowmanagerservice removewindowinnerlocked com android server wm windowmanagerservice removewindowlocked com android server wm windowmanagerservice removewindowlocked com android server wm windowmanagerservice removewindow
suspendAutohide,Informativo,2024-03-17 16:13:46.285,1,Android,suspendautohide
"overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479",Informativo,2024-03-17 16:13:46.290,6,Android,overlapamount previousnotificationend newytranslation location gettoppadding getlocationonscreen
"state.clipTopAmount:130, i:0",Informativo,2024-03-17 16:13:46.290,2,Android,state cliptopamount
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0",Informativo,2024-03-17 16:13:46.290,5,Android,updateclipping isoverlap true gettoppadding translation
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:46.291,3,Android,updatedimmedactivatedhidesensitive overlap true
suspendAutohide,Informativo,2024-03-17 16:13:46.304,1,Android,suspendautohide
"overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452",Informativo,2024-03-17 16:13:46.306,6,Android,overlapamount previousnotificationend newytranslation location gettoppadding getlocationonscreen
"state.clipTopAmount:103, i:0",Informativo,2024-03-17 16:13:46.306,2,Android,state cliptopamount
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0",Informativo,2024-03-17 16:13:46.306,5,Android,updateclipping isoverlap true gettoppadding translation
updateDimmedActivatedHideSensitive overlap:true,Informativo,2024-03-17 16:13:46.306,3,Android,updatedimmedactivatedhidesensitive overlap true
suspendAutohide,Informativo,2024-03-17 16:13:46.317,1,Android,suspendautohide
"overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418",Informativo,2024-03-17 16:13:46.318,6,Android,overlapamount previousnotificationend newytranslation location gettoppadding getlocationonscreen
