LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,datetime,content_length
73,2015-07-29,19:21:59.997,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:21:59.997,4
74,2015-07-29,19:22:03.324,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48141,E40,Received connection request /<*>:<*>,2015-07-29 19:22:03.324,4
75,2015-07-29,19:22:03.337,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:03.337,2
76,2015-07-29,19:22:03.439,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:22:03.439,4
77,2015-07-29,19:22:10.020,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:22:10.020,11
78,2015-07-29,19:22:13.256,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:13.256,7
79,2015-07-29,19:22:13.257,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:13.257,7
80,2015-07-29,19:22:16.799,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:16.799,2
81,2015-07-29,19:22:20.143,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58421,E40,Received connection request /<*>:<*>,2015-07-29 19:22:20.143,4
82,2015-07-29,19:22:23.289,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:22:23.289,4
83,2015-07-29,19:22:23.378,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:23.378,7
84,2015-07-29,19:22:23.379,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:22:23.379,4
85,2015-07-29,19:22:26.617,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46128,E40,Received connection request /<*>:<*>,2015-07-29 19:22:26.617,4
86,2015-07-29,19:22:26.618,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:26.618,7
87,2015-07-29,19:22:26.634,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:26.634,7
88,2015-07-29,19:22:26.734,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:26.734,2
89,2015-07-29,19:22:26.829,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:26.829,2
90,2015-07-29,19:22:26.830,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58452,E40,Received connection request /<*>:<*>,2015-07-29 19:22:26.830,4
91,2015-07-29,19:22:29.975,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:29.975,2
92,2015-07-29,19:22:33.313,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:22:33.313,11
93,2015-07-29,19:22:33.513,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:33.513,7
94,2015-07-29,19:22:36.642,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:22:36.642,4
95,2015-07-29,19:22:36.659,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46173,E40,Received connection request /<*>:<*>,2015-07-29 19:22:36.659,4
96,2015-07-29,19:22:36.659,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:36.659,7
97,2015-07-29,19:22:40.083,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48280,E40,Received connection request /<*>:<*>,2015-07-29 19:22:40.083,4
98,2015-07-29,19:22:43.421,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:22:43.421,4
99,2015-07-29,19:22:43.536,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:22:43.536,11
100,2015-07-29,19:22:46.680,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:46.680,7
101,2015-07-29,19:22:50.025,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:50.025,7
102,2015-07-29,19:22:53.441,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:22:53.441,7
103,2015-07-29,19:22:53.462,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:22:53.462,11
104,2015-07-29,19:22:56.689,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:22:56.689,2
105,2015-07-29,19:22:56.892,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:22:56.892,11
106,2015-07-29,19:23:00.124,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:00.124,11
107,2015-07-29,19:23:00.131,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:00.131,2
108,2015-07-29,19:23:00.237,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:58565,E40,Received connection request /<*>:<*>,2015-07-29 19:23:00.237,4
109,2015-07-29,19:23:03.387,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:03.387,2
110,2015-07-29,19:23:03.464,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:03.464,2
111,2015-07-29,19:23:03.590,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:23:03.590,4
112,2015-07-29,19:23:06.729,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:06.729,2
113,2015-07-29,19:23:13.491,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:13.491,2
114,2015-07-29,19:23:13.596,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:13.596,11
115,2015-07-29,19:23:16.755,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:23:16.755,4
116,2015-07-29,19:23:16.848,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48413,E40,Received connection request /<*>:<*>,2015-07-29 19:23:16.848,4
117,2015-07-29,19:23:16.937,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:16.937,2
118,2015-07-29,19:23:20.094,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46329,E40,Received connection request /<*>:<*>,2015-07-29 19:23:20.094,4
119,2015-07-29,19:23:20.095,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:23:20.095,7
120,2015-07-29,19:23:20.173,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:23:20.173,4
121,2015-07-29,19:23:20.278,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:20.278,2
122,2015-07-29,19:23:23.518,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:23:23.518,7
123,2015-07-29,19:23:26.760,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:26.760,11
124,2015-07-29,19:23:26.979,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:26.979,11
125,2015-07-29,19:23:30.110,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46360,E40,Received connection request /<*>:<*>,2015-07-29 19:23:30.110,4
126,2015-07-29,19:23:30.116,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:23:30.116,7
127,2015-07-29,19:23:30.320,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:30.320,2
128,2015-07-29,19:23:33.457,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:33.457,11
129,2015-07-29,19:23:33.553,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:33.553,2
130,2015-07-29,19:23:36.783,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:36.783,11
131,2015-07-29,19:23:40.140,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:23:40.140,7
132,2015-07-29,19:23:46.827,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46424,E40,Received connection request /<*>:<*>,2015-07-29 19:23:46.827,4
133,2015-07-29,19:23:46.830,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:46.830,2
134,2015-07-29,19:23:46.917,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:23:46.917,4
135,2015-07-29,19:23:50.171,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:23:50.171,11
136,2015-07-29,19:23:53.488,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46440,E40,Received connection request /<*>:<*>,2015-07-29 19:23:53.488,4
137,2015-07-29,19:23:56.838,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:23:56.838,2
